"","address","category","date","dayofweek","descript","incidntnum","pddistrict","pdid","resolution","time","x","y","location.type","location.coordinates"
"1","2000 Block of IRVING ST","WARRANTS","2015-03-23T00:00:00.000","Monday","WARRANT ARREST","150256446","TARAVAL","15025644663010","ARREST, BOOKED","12:10","-122.479808158442","37.7633885593255","Point",
